X,Y,Z,category_name,predcategory,image_path
10.027286,4.8962994,3.0955217,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/323.jpg
10.905326,3.3503835,4.1538286,alligator apple,barberry,Fruit-Project_split/val/alligator apple/33.jpg
10.204802,5.2152495,3.087782,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/330.jpg
10.177121,5.096084,3.0561328,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/331.jpg
10.481168,3.6715047,3.2518287,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/336.jpg
10.046876,5.1685767,2.6981637,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/344.jpg
10.507038,4.7300224,3.1124475,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/355.jpg
10.157374,5.03482,2.7756681,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/375.jpg
10.578335,4.229769,2.7448542,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/383.jpg
10.197268,5.0705013,2.5637066,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/384.jpg
10.19449,6.3258204,2.4125597,alligator apple,macadamia,Fruit-Project_split/val/alligator apple/386.jpg
10.129209,7.4459257,2.2575068,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/387.jpg
10.4884,5.212518,2.6400528,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/396.jpg
10.254126,5.2709517,2.9073858,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/398.jpg
11.5266485,2.8768702,0.9397258,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/402.jpg
10.017965,5.168326,2.6686401,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/404.jpg
10.382001,3.6242776,3.6931016,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/410.jpg
10.259738,5.0961986,2.6035995,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/422.jpg
10.2812805,5.1697493,2.6720476,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/428.jpg
10.618499,4.317056,2.9053235,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/43.jpg
10.168981,5.2647433,3.0199258,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/433.jpg
10.143146,4.9169083,2.8604732,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/440.jpg
10.195513,4.8955216,3.024429,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/441.jpg
10.2420025,4.7302513,2.7385833,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/445.jpg
10.1951885,5.295452,2.9822316,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/447.jpg
10.126015,4.691594,2.3948436,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/448.jpg
10.182666,5.1310086,2.833213,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/464.jpg
10.193399,5.2407565,3.0875957,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/468.jpg
10.372274,3.6954439,3.3554568,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/479.jpg
10.2499485,4.177831,2.5833964,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/482.jpg
10.178721,4.5565896,2.5766857,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/489.jpg
10.344586,5.154923,3.0069158,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/490.jpg
10.2615185,4.1325464,2.483166,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/502.jpg
10.218067,5.2688274,2.9664872,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/503.jpg
10.285085,4.089154,2.6584413,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/510.jpg
10.188272,5.209224,3.063626,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/518.jpg
10.037079,4.068869,0.3873455,alligator apple,cantaloupe,Fruit-Project_split/val/alligator apple/53.jpg
10.382287,5.254011,2.648968,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/536.jpg
10.483258,4.2851796,2.7275102,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/537.jpg
10.132347,4.7189603,2.35629,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/551.jpg
10.222861,5.1995525,2.7778466,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/558.jpg
10.2758255,3.6171303,3.520608,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/577.jpg
10.048553,5.1893096,2.7289176,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/578.jpg
9.964826,3.9119642,2.0480995,alligator apple,lemon,Fruit-Project_split/val/alligator apple/58.jpg
10.349157,3.6317682,3.7068362,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/580.jpg
11.415515,4.253148,1.2334347,alligator apple,lime,Fruit-Project_split/val/alligator apple/582.jpg
9.983199,4.783094,2.973536,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/585.jpg
10.202822,5.2406087,3.011655,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/587.jpg
10.221554,5.254498,2.871132,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/595.jpg
10.330635,5.1282325,2.4649832,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/599.jpg
10.158239,4.074217,1.7866836,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/613.jpg
10.139372,4.923521,2.8031464,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/614.jpg
10.211707,4.6582537,2.716919,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/615.jpg
10.149555,5.03409,2.7857687,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/617.jpg
10.247831,3.6296566,3.503221,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/619.jpg
10.214361,5.100258,2.5772755,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/620.jpg
10.121617,4.9438486,2.840061,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/621.jpg
10.196434,5.2732034,2.9836388,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/622.jpg
10.161359,5.31302,3.0577018,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/623.jpg
10.247417,4.985345,2.5291069,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/630.jpg
10.379445,4.605001,3.4970255,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/637.jpg
10.365922,4.6814404,3.3695173,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/64.jpg
10.281851,5.0812764,3.0338151,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/642.jpg
10.023498,5.1575146,2.6705625,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/647.jpg
10.158312,5.293999,3.050245,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/649.jpg
10.167328,4.899662,2.4823573,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/651.jpg
10.317156,4.0232725,2.7368882,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/654.jpg
10.288505,3.6614132,3.4477437,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/656.jpg
10.112814,5.387715,3.100558,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/658.jpg
10.149003,5.064321,2.955239,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/671.jpg
10.697464,4.0511594,2.718775,alligator apple,pear,Fruit-Project_split/val/alligator apple/675.jpg
11.021923,4.0231476,2.8500454,alligator apple,papaya,Fruit-Project_split/val/alligator apple/683.jpg
10.517073,5.2321777,2.6507235,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/687.jpg
10.465894,4.2764587,2.735798,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/689.jpg
10.504249,4.8178735,2.9578657,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/696.jpg
10.67667,4.3938746,3.4891083,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/7.jpg
10.465042,4.4710083,3.0193765,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/701.jpg
10.507184,4.9905014,2.9317474,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/724.jpg
10.260452,4.581506,2.7660866,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/730.jpg
9.958518,3.900683,1.4672534,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/733.jpg
10.169937,5.31431,2.9847481,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/735.jpg
10.386759,5.147637,2.9942157,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/748.jpg
10.132685,4.9955187,2.880079,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/75.jpg
10.531033,4.5419884,2.659791,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/754.jpg
10.343648,5.0904284,3.0932014,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/755.jpg
10.413053,5.010726,3.088061,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/757.jpg
10.195934,4.916464,1.9883425,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/772.jpg
10.334916,4.6389327,2.7019742,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/78.jpg
10.276279,4.1253066,2.5637963,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/786.jpg
10.205485,4.5308247,2.6178133,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/789.jpg
10.574449,3.8486724,3.124581,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/796.jpg
10.135572,4.6124005,2.3765724,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/797.jpg
10.416052,5.1175656,2.9752924,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/799.jpg
10.278734,5.4093285,2.3813207,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/8.jpg
10.26701,5.1069703,3.0621939,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/80.jpg
10.355688,7.580049,1.9387529,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/809.jpg
10.136374,6.795805,2.6286125,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/811.jpg
10.185085,4.5143013,2.6036718,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/817.jpg
10.2183695,3.6178944,3.6361978,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/82.jpg
10.2087555,5.293753,2.985093,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/826.jpg
10.396667,4.690787,3.296188,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/828.jpg
10.555953,4.523036,2.666419,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/829.jpg
10.358006,5.0554886,3.090481,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/832.jpg
10.194336,5.145588,3.0276985,alligator apple,lime,Fruit-Project_split/val/alligator apple/834.jpg
10.172042,4.5672226,2.6119337,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/835.jpg
10.145767,4.960122,2.5110416,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/836.jpg
10.21856,5.0634727,2.5861862,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/839.jpg
10.685235,4.0966663,2.7248526,alligator apple,macadamia,Fruit-Project_split/val/alligator apple/841.jpg
10.51491,4.9380007,2.8727958,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/843.jpg
10.196896,5.2903275,2.9397004,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/845.jpg
10.000395,4.9733686,3.0996354,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/853.jpg
10.879823,3.130334,4.377878,alligator apple,bottle gourd,Fruit-Project_split/val/alligator apple/854.jpg
10.217395,5.22248,3.092849,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/860.jpg
10.032214,4.788615,3.0310812,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/868.jpg
10.0515,4.73479,3.0253563,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/870.jpg
10.270457,4.1582255,2.608792,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/871.jpg
10.350313,3.5739238,3.7382724,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/873.jpg
10.306486,4.076974,2.727521,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/877.jpg
11.088395,3.2835393,4.0189505,alligator apple,papaya,Fruit-Project_split/val/alligator apple/9.jpg
10.2478485,3.6080918,3.5753982,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/97.jpg
10.130969,4.9887443,3.084886,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/99.jpg
9.604547,0.7670464,2.3445141,apple,apple,Fruit-Project_split/val/apple/0.jpg
10.61679,2.1899314,1.4871949,apple,apple,Fruit-Project_split/val/apple/1000.jpg
9.549922,1.3266801,2.1639166,apple,apple,Fruit-Project_split/val/apple/1001.jpg
15.166397,2.911439,0.6903951,apple,apple,Fruit-Project_split/val/apple/1006.jpg
10.658741,2.2133436,1.4105095,apple,apple,Fruit-Project_split/val/apple/1011.jpg
10.618594,2.115663,1.4674834,apple,apple,Fruit-Project_split/val/apple/1012.jpg
10.520228,2.0567684,1.5011663,apple,apple,Fruit-Project_split/val/apple/1014.jpg
10.383446,1.8583478,1.5294621,apple,apple,Fruit-Project_split/val/apple/1017.jpg
15.352137,2.7726812,0.6618099,apple,apple,Fruit-Project_split/val/apple/1023.jpg
10.496471,1.9792527,1.4715912,apple,apple,Fruit-Project_split/val/apple/103.jpg
10.693292,3.9196706,2.7103724,apple,alligator apple,Fruit-Project_split/val/apple/1035.jpg
10.301661,1.7805383,1.5497172,apple,apple,Fruit-Project_split/val/apple/1038.jpg
15.264522,2.8359928,0.68332076,apple,apple,Fruit-Project_split/val/apple/1042.jpg
10.19625,1.6666819,1.6105963,apple,apple,Fruit-Project_split/val/apple/1057.jpg
9.701241,2.3144991,1.331857,apple,apple,Fruit-Project_split/val/apple/1062.jpg
10.151095,1.5816591,1.6308198,apple,apple,Fruit-Project_split/val/apple/1069.jpg
12.023345,4.179145,1.0533936,apple,apple,Fruit-Project_split/val/apple/107.jpg
9.8770685,2.057832,1.4530764,apple,apple,Fruit-Project_split/val/apple/1071.jpg
10.122138,1.58005,1.6311346,apple,apple,Fruit-Project_split/val/apple/1079.jpg
10.015243,2.0012867,1.4412189,apple,apple,Fruit-Project_split/val/apple/1084.jpg
9.717387,2.2968278,1.3077252,apple,apple,Fruit-Project_split/val/apple/1086.jpg
9.8635,2.0891342,1.3774179,apple,apple,Fruit-Project_split/val/apple/1091.jpg
9.611013,2.336561,1.4380386,apple,apple,Fruit-Project_split/val/apple/1092.jpg
11.006456,4.024771,-1.6372521,apple,apple,Fruit-Project_split/val/apple/1096.jpg
10.016651,1.9632006,1.4534048,apple,apple,Fruit-Project_split/val/apple/1099.jpg
10.21089,1.9445409,1.4628997,apple,apple,Fruit-Project_split/val/apple/1106.jpg
9.927452,1.7289802,1.832632,apple,apple,Fruit-Project_split/val/apple/1113.jpg
10.029681,1.9524449,1.4723529,apple,apple,Fruit-Project_split/val/apple/1114.jpg
10.433581,3.430154,1.004174,apple,apple,Fruit-Project_split/val/apple/1117.jpg
10.24093,1.6246953,1.620368,apple,apple,Fruit-Project_split/val/apple/112.jpg
9.491398,2.3718643,1.1345519,apple,apple,Fruit-Project_split/val/apple/1126.jpg
10.420106,2.1083984,1.5228288,apple,apple,Fruit-Project_split/val/apple/113.jpg
10.915832,3.8658154,2.7329497,apple,apple,Fruit-Project_split/val/apple/1131.jpg
10.178675,1.6917984,1.6452056,apple,apple,Fruit-Project_split/val/apple/1135.jpg
9.289786,3.0384085,1.122247,apple,apple,Fruit-Project_split/val/apple/1144.jpg
9.67071,2.3454564,1.3005328,apple,apple,Fruit-Project_split/val/apple/1148.jpg
9.733507,2.057732,1.6752982,apple,apple,Fruit-Project_split/val/apple/1157.jpg
9.021003,5.603825,0.059173793,apple,apple,Fruit-Project_split/val/apple/1170.jpg
10.127039,3.650181,1.285061,apple,apple,Fruit-Project_split/val/apple/1172.jpg
10.254752,1.6606549,1.617209,apple,apple,Fruit-Project_split/val/apple/1182.jpg
9.413557,0.816394,2.4809504,apple,apple,Fruit-Project_split/val/apple/1186.jpg
8.465496,1.9945595,3.851411,apple,pomegranate,Fruit-Project_split/val/apple/1187.jpg
9.562259,0.8230895,2.3382728,apple,apple,Fruit-Project_split/val/apple/1194.jpg
9.612844,0.77226096,2.339174,apple,apple,Fruit-Project_split/val/apple/1197.jpg
9.18637,1.273648,2.909731,apple,mango,Fruit-Project_split/val/apple/1198.jpg
9.464359,1.2794125,2.2933872,apple,apple,Fruit-Project_split/val/apple/1200.jpg
10.810592,3.8377392,2.728889,apple,apple,Fruit-Project_split/val/apple/122.jpg
10.432278,1.8940812,1.5260112,apple,apple,Fruit-Project_split/val/apple/123.jpg
10.326054,1.8026835,1.557981,apple,apple,Fruit-Project_split/val/apple/130.jpg
10.40386,1.8777086,1.5218055,apple,apple,Fruit-Project_split/val/apple/135.jpg
10.139792,4.471797,1.8710924,apple,custard apple,Fruit-Project_split/val/apple/136.jpg
10.358831,1.9576384,1.5128598,apple,apple,Fruit-Project_split/val/apple/138.jpg
10.470734,1.9389076,1.5337158,apple,apple,Fruit-Project_split/val/apple/143.jpg
10.483805,1.9836075,1.5271429,apple,apple,Fruit-Project_split/val/apple/146.jpg
10.921845,2.28176,1.3886962,apple,bottle gourd,Fruit-Project_split/val/apple/148.jpg
10.736366,2.605988,1.6260817,apple,apple,Fruit-Project_split/val/apple/149.jpg
9.423174,0.97808486,2.3550599,apple,apple,Fruit-Project_split/val/apple/15.jpg
10.447804,1.9929634,1.5318906,apple,apple,Fruit-Project_split/val/apple/157.jpg
11.153792,3.3495374,4.0959606,apple,kiwi,Fruit-Project_split/val/apple/160.jpg
11.931066,4.112027,1.0921917,apple,apple,Fruit-Project_split/val/apple/162.jpg
10.850625,3.86896,2.7824142,apple,apple,Fruit-Project_split/val/apple/166.jpg
10.479771,1.9853513,1.4760504,apple,apple,Fruit-Project_split/val/apple/169.jpg
11.190084,2.5053234,1.3930115,apple,apple,Fruit-Project_split/val/apple/171.jpg
10.398246,1.9004396,1.484512,apple,apple,Fruit-Project_split/val/apple/172.jpg
9.4154,2.903534,1.1389484,apple,apple,Fruit-Project_split/val/apple/176.jpg
10.470421,2.1027372,1.5324216,apple,apple,Fruit-Project_split/val/apple/177.jpg
10.358002,1.8100963,1.5458684,apple,apple,Fruit-Project_split/val/apple/184.jpg
10.568521,2.0905044,1.4852302,apple,apple,Fruit-Project_split/val/apple/191.jpg
9.980363,1.3738278,1.8574935,apple,apple,Fruit-Project_split/val/apple/192.jpg
10.170758,1.5775778,1.6470833,apple,apple,Fruit-Project_split/val/apple/195.jpg
10.167341,1.6560935,1.591348,apple,apple,Fruit-Project_split/val/apple/196.jpg
10.794381,3.6857247,2.6045475,apple,apple,Fruit-Project_split/val/apple/199.jpg
9.758315,2.2449353,1.3281386,apple,apple,Fruit-Project_split/val/apple/205.jpg
9.758689,2.246345,1.3242626,apple,apple,Fruit-Project_split/val/apple/207.jpg
10.127813,1.5963461,1.6032159,apple,apple,Fruit-Project_split/val/apple/208.jpg
8.880996,3.104519,-0.22995895,apple,apple,Fruit-Project_split/val/apple/210.jpg
9.6879225,2.3137455,1.3040546,apple,apple,Fruit-Project_split/val/apple/222.jpg
9.217787,3.2032394,0.7013207,apple,apple,Fruit-Project_split/val/apple/224.jpg
9.33202,1.7045411,2.1671126,apple,apple,Fruit-Project_split/val/apple/234.jpg
9.297733,2.5290012,1.6082877,apple,apple,Fruit-Project_split/val/apple/236.jpg
10.167364,2.0679395,1.4492573,apple,apple,Fruit-Project_split/val/apple/239.jpg
9.87584,2.122941,1.4534342,apple,apple,Fruit-Project_split/val/apple/246.jpg
9.832645,2.093431,1.7437799,apple,apple,Fruit-Project_split/val/apple/248.jpg
9.42528,1.846481,2.8719993,apple,apple,Fruit-Project_split/val/apple/256.jpg
9.569796,2.386842,1.8196718,apple,apple,Fruit-Project_split/val/apple/259.jpg
9.503848,1.1826812,2.2395334,apple,apple,Fruit-Project_split/val/apple/26.jpg
9.43421,1.822534,2.9678018,apple,pear,Fruit-Project_split/val/apple/260.jpg
9.342379,1.6333538,2.92916,apple,apple,Fruit-Project_split/val/apple/263.jpg
9.438463,1.3654835,2.2195678,apple,apple,Fruit-Project_split/val/apple/266.jpg
9.045532,3.2868934,0.590537,apple,apple,Fruit-Project_split/val/apple/267.jpg
9.813799,2.1271083,1.4440609,apple,apple,Fruit-Project_split/val/apple/271.jpg
8.5440445,3.5334754,2.9123287,apple,apple,Fruit-Project_split/val/apple/274.jpg
9.217387,2.226306,2.6412065,apple,apple,Fruit-Project_split/val/apple/281.jpg
9.442963,1.4170882,2.195636,apple,apple,Fruit-Project_split/val/apple/288.jpg
9.824527,1.3667,1.9445195,apple,apple,Fruit-Project_split/val/apple/303.jpg
9.585112,0.78525037,2.3673337,apple,apple,Fruit-Project_split/val/apple/310.jpg
8.376189,1.2719489,4.110695,apple,apple,Fruit-Project_split/val/apple/311.jpg
9.484061,1.3391665,2.1611898,apple,apple,Fruit-Project_split/val/apple/317.jpg
9.335459,1.7090329,2.7102137,apple,apple,Fruit-Project_split/val/apple/325.jpg
9.657254,0.5934033,2.4336624,apple,apple,Fruit-Project_split/val/apple/333.jpg
9.544603,0.5489959,2.5445426,apple,apple,Fruit-Project_split/val/apple/361.jpg
9.573533,0.4816207,2.5600023,apple,apple,Fruit-Project_split/val/apple/365.jpg
9.722011,-1.756838,4.2773714,apple,apple,Fruit-Project_split/val/apple/374.jpg
8.606962,1.9847568,3.823139,apple,pear,Fruit-Project_split/val/apple/379.jpg
9.333644,2.4151132,1.3709352,apple,apple,Fruit-Project_split/val/apple/380.jpg
9.325787,0.9575221,2.48037,apple,apple,Fruit-Project_split/val/apple/387.jpg
9.489071,1.295226,2.2025738,apple,apple,Fruit-Project_split/val/apple/39.jpg
9.8479395,1.3528179,1.9343886,apple,apple,Fruit-Project_split/val/apple/391.jpg
9.555544,0.78169316,2.379826,apple,apple,Fruit-Project_split/val/apple/397.jpg
