X,Y,category_name,predcategory,image_path
-17.455421,56.530033,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/447.jpg
-4.845609,54.83064,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/448.jpg
-15.554975,56.15777,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/464.jpg
-17.522444,52.22695,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/468.jpg
2.4794905,35.55111,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/479.jpg
-5.498121,47.96646,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/482.jpg
-6.9488297,53.140842,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/489.jpg
-22.95597,51.28814,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/490.jpg
-4.287383,49.863,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/502.jpg
-17.417934,56.542435,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/503.jpg
-5.5460973,46.453068,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/510.jpg
-17.555006,52.32371,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/518.jpg
-44.08014,59.123554,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/53.jpg
-18.027777,60.600975,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/536.jpg
-12.896709,38.609314,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/537.jpg
-20.765234,18.792347,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/551.jpg
-16.455206,58.856003,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/558.jpg
4.484048,31.209263,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/577.jpg
-13.321818,60.613358,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/578.jpg
-15.949417,5.1386967,alligator apple,lemon,Fruit-Project_split/val/alligator apple/58.jpg
10.850259,35.29766,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/580.jpg
-56.392105,20.510147,alligator apple,apple,Fruit-Project_split/val/alligator apple/582.jpg
-10.840079,48.55638,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/585.jpg
-17.06802,54.31998,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/587.jpg
-18.804691,58.25979,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/595.jpg
-18.921328,63.589104,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/599.jpg
-18.344479,7.717769,alligator apple,lime,Fruit-Project_split/val/alligator apple/613.jpg
-12.683339,54.777607,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/614.jpg
-11.558298,52.89909,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/615.jpg
-14.288325,56.464314,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/617.jpg
4.567298,31.06771,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/619.jpg
-15.702474,63.5825,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/620.jpg
-12.903909,54.625435,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/621.jpg
-18.41783,55.31752,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/622.jpg
-20.283003,55.229023,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/623.jpg
-8.536822,55.7461,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/630.jpg
-3.952699,61.16032,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/637.jpg
-4.091368,61.20872,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/64.jpg
-19.427845,50.111176,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/642.jpg
-11.5142975,62.25199,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/647.jpg
-21.045553,54.662346,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/649.jpg
-6.9456196,56.682907,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/651.jpg
-5.6044426,45.41738,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/654.jpg
3.5812829,33.43328,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/656.jpg
-21.201977,57.125736,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/658.jpg
-15.137288,53.902218,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/671.jpg
-13.759125,24.743078,alligator apple,macadamia,Fruit-Project_split/val/alligator apple/675.jpg
-8.763138,24.174427,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/683.jpg
-20.314934,60.988552,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/687.jpg
-12.864836,38.583054,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/689.jpg
-17.76053,45.922436,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/696.jpg
12.391875,48.925236,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/7.jpg
-15.054764,42.833973,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/701.jpg
-22.652666,49.298275,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/724.jpg
-6.8531632,54.896107,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/730.jpg
-45.726276,-25.512209,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/733.jpg
-19.020111,57.55404,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/735.jpg
-23.02504,51.373405,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/748.jpg
-13.014381,54.809723,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/75.jpg
-22.708168,39.86189,alligator apple,avocado,Fruit-Project_split/val/alligator apple/754.jpg
-21.425873,50.65586,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/755.jpg
-21.11796,48.322144,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/757.jpg
6.3315854,59.02016,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/772.jpg
-11.668557,52.96498,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/78.jpg
-3.784833,48.085102,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/786.jpg
-7.0256686,53.149586,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/789.jpg
-0.083373606,37.65772,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/796.jpg
-5.4958525,53.887127,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/797.jpg
-23.011969,51.103264,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/799.jpg
11.500671,83.32425,alligator apple,durian,Fruit-Project_split/val/alligator apple/8.jpg
-19.76832,50.482956,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/80.jpg
9.718355,96.67463,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/809.jpg
22.830252,83.43096,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/811.jpg
-6.961185,53.03697,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/817.jpg
8.687497,31.15052,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/82.jpg
-17.350132,56.423088,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/826.jpg
-5.5202575,60.98067,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/828.jpg
-22.76425,39.911163,alligator apple,avocado,Fruit-Project_split/val/alligator apple/829.jpg
-21.097189,48.351177,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/832.jpg
-19.427732,53.569023,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/834.jpg
-5.9792175,52.326977,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/835.jpg
-6.90882,57.140938,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/836.jpg
-17.524519,62.658787,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/839.jpg
-13.248861,26.005676,alligator apple,macadamia,Fruit-Project_split/val/alligator apple/841.jpg
-17.777824,45.993454,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/843.jpg
-18.410522,56.722187,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/845.jpg
-13.814791,50.12525,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/853.jpg
34.152367,31.519136,alligator apple,grape,Fruit-Project_split/val/alligator apple/854.jpg
-20.886417,52.521988,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/860.jpg
-10.676342,46.866234,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/868.jpg
-10.656889,46.844036,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/870.jpg
-5.5007463,47.9275,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/871.jpg
9.454808,32.77799,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/873.jpg
-5.7014265,45.42741,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/877.jpg
29.990002,33.39979,alligator apple,watermelon,Fruit-Project_split/val/alligator apple/9.jpg
5.0256925,30.03276,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/97.jpg
-15.316008,49.812748,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/99.jpg
14.023035,-46.62397,apple,apple,Fruit-Project_split/val/apple/0.jpg
-32.01549,-20.24754,apple,apple,Fruit-Project_split/val/apple/1000.jpg
9.586616,-37.001457,apple,apple,Fruit-Project_split/val/apple/1001.jpg
-61.332253,25.319427,apple,apple,Fruit-Project_split/val/apple/1006.jpg
-52.173412,18.364393,apple,apple,Fruit-Project_split/val/apple/1011.jpg
-32.43449,-21.028116,apple,apple,Fruit-Project_split/val/apple/1012.jpg
-33.52146,-23.229116,apple,apple,Fruit-Project_split/val/apple/1014.jpg
-28.834045,-22.775946,apple,apple,Fruit-Project_split/val/apple/1017.jpg
-66.18551,25.34547,apple,apple,Fruit-Project_split/val/apple/1023.jpg
-32.065197,-26.624422,apple,apple,Fruit-Project_split/val/apple/103.jpg
-6.5568414,31.671722,apple,lime,Fruit-Project_split/val/apple/1035.jpg
-27.705376,-24.070684,apple,apple,Fruit-Project_split/val/apple/1038.jpg
-63.779057,26.170256,apple,lime,Fruit-Project_split/val/apple/1042.jpg
-24.46008,-22.514023,apple,apple,Fruit-Project_split/val/apple/1057.jpg
-25.526192,-10.908348,apple,apple,Fruit-Project_split/val/apple/1062.jpg
-21.097513,-22.906044,apple,apple,Fruit-Project_split/val/apple/1069.jpg
-58.244125,23.206219,apple,apple,Fruit-Project_split/val/apple/107.jpg
-27.236198,-15.353009,apple,apple,Fruit-Project_split/val/apple/1071.jpg
-20.925995,-22.87761,apple,apple,Fruit-Project_split/val/apple/1079.jpg
-27.542933,-17.595165,apple,apple,Fruit-Project_split/val/apple/1084.jpg
-24.557224,-11.724143,apple,apple,Fruit-Project_split/val/apple/1086.jpg
-29.012222,-14.311732,apple,apple,Fruit-Project_split/val/apple/1091.jpg
-28.37468,-12.042941,apple,apple,Fruit-Project_split/val/apple/1092.jpg
-129.96794,-35.61385,apple,banana,Fruit-Project_split/val/apple/1096.jpg
-26.66859,-16.82416,apple,apple,Fruit-Project_split/val/apple/1099.jpg
-28.077492,-19.415718,apple,apple,Fruit-Project_split/val/apple/1106.jpg
-23.845755,-20.727146,apple,apple,Fruit-Project_split/val/apple/1113.jpg
-27.429237,-17.827396,apple,apple,Fruit-Project_split/val/apple/1114.jpg
27.214052,-51.301655,apple,apple,Fruit-Project_split/val/apple/1117.jpg
-25.472748,-24.433979,apple,apple,Fruit-Project_split/val/apple/112.jpg
-29.845665,-13.315435,apple,apple,Fruit-Project_split/val/apple/1126.jpg
-32.310905,-24.085814,apple,apple,Fruit-Project_split/val/apple/113.jpg
-7.7224674,22.203102,apple,alligator apple,Fruit-Project_split/val/apple/1131.jpg
-24.353268,-21.350718,apple,apple,Fruit-Project_split/val/apple/1135.jpg
-40.19513,-5.944332,apple,lemon,Fruit-Project_split/val/apple/1144.jpg
-25.715374,-11.503298,apple,apple,Fruit-Project_split/val/apple/1148.jpg
-23.06956,-15.614152,apple,apple,Fruit-Project_split/val/apple/1157.jpg
-69.76509,56.46554,apple,apple,Fruit-Project_split/val/apple/1170.jpg
-38.80901,11.287435,apple,pear,Fruit-Project_split/val/apple/1172.jpg
-24.987432,-23.183565,apple,apple,Fruit-Project_split/val/apple/1182.jpg
19.497454,-45.779087,apple,apple,Fruit-Project_split/val/apple/1186.jpg
26.029282,-24.44923,apple,kiwi,Fruit-Project_split/val/apple/1187.jpg
14.30723,-44.278393,apple,apple,Fruit-Project_split/val/apple/1194.jpg
12.69153,-46.31494,apple,apple,Fruit-Project_split/val/apple/1197.jpg
28.050009,-44.57506,apple,mango,Fruit-Project_split/val/apple/1198.jpg
13.652301,-34.016605,apple,apple,Fruit-Project_split/val/apple/1200.jpg
-7.842588,22.161556,apple,apple,Fruit-Project_split/val/apple/122.jpg
-29.67087,-25.960808,apple,apple,Fruit-Project_split/val/apple/123.jpg
-27.65974,-22.154404,apple,apple,Fruit-Project_split/val/apple/130.jpg
-28.970058,-21.23905,apple,apple,Fruit-Project_split/val/apple/135.jpg
-20.8628,13.869047,apple,alligator apple,Fruit-Project_split/val/apple/136.jpg
-31.00529,-24.824575,apple,apple,Fruit-Project_split/val/apple/138.jpg
-30.577156,-23.26892,apple,apple,Fruit-Project_split/val/apple/143.jpg
-30.192951,-22.662058,apple,apple,Fruit-Project_split/val/apple/146.jpg
-36.502308,-21.5668,apple,apple,Fruit-Project_split/val/apple/148.jpg
-48.638416,17.063904,apple,apple,Fruit-Project_split/val/apple/149.jpg
15.962399,-39.116505,apple,apple,Fruit-Project_split/val/apple/15.jpg
-30.237425,-21.757925,apple,apple,Fruit-Project_split/val/apple/157.jpg
31.11369,34.10639,apple,pomegranate,Fruit-Project_split/val/apple/160.jpg
-58.27211,22.858036,apple,apple,Fruit-Project_split/val/apple/162.jpg
-7.871923,23.473438,apple,apple,Fruit-Project_split/val/apple/166.jpg
-31.872004,-26.601776,apple,apple,Fruit-Project_split/val/apple/169.jpg
-2.0151157,8.3291025,apple,tomato,Fruit-Project_split/val/apple/171.jpg
-28.208288,-24.881432,apple,apple,Fruit-Project_split/val/apple/172.jpg
-32.59545,7.665419,apple,mango,Fruit-Project_split/val/apple/176.jpg
-33.54215,-23.135517,apple,apple,Fruit-Project_split/val/apple/177.jpg
-28.360619,-23.298359,apple,apple,Fruit-Project_split/val/apple/184.jpg
-32.307224,-22.990196,apple,apple,Fruit-Project_split/val/apple/191.jpg
7.198006,-39.36119,apple,apple,Fruit-Project_split/val/apple/192.jpg
-22.570084,-24.15799,apple,apple,Fruit-Project_split/val/apple/195.jpg
-22.286787,-22.03449,apple,apple,Fruit-Project_split/val/apple/196.jpg
-7.873033,21.536974,apple,apple,Fruit-Project_split/val/apple/199.jpg
-24.644346,-12.102024,apple,apple,Fruit-Project_split/val/apple/205.jpg
-24.564764,-12.087283,apple,apple,Fruit-Project_split/val/apple/207.jpg
-21.516289,-22.89053,apple,apple,Fruit-Project_split/val/apple/208.jpg
-138.43222,-9.909082,apple,cherry,Fruit-Project_split/val/apple/210.jpg
-25.516867,-11.545183,apple,apple,Fruit-Project_split/val/apple/222.jpg
-65.15814,28.88296,apple,apple,Fruit-Project_split/val/apple/224.jpg
6.4037423,-24.050303,apple,apple,Fruit-Project_split/val/apple/234.jpg
-21.089397,-7.49905,apple,apple,Fruit-Project_split/val/apple/236.jpg
-31.533289,-16.335016,apple,apple,Fruit-Project_split/val/apple/239.jpg
-31.176962,-15.844063,apple,apple,Fruit-Project_split/val/apple/246.jpg
-22.70029,-17.159117,apple,apple,Fruit-Project_split/val/apple/248.jpg
26.8191,-8.808363,apple,apple,Fruit-Project_split/val/apple/256.jpg
-15.689964,-5.4414296,apple,pear,Fruit-Project_split/val/apple/259.jpg
11.887754,-37.619957,apple,apple,Fruit-Project_split/val/apple/26.jpg
26.95989,-8.308867,apple,mango,Fruit-Project_split/val/apple/260.jpg
16.724777,-32.596344,apple,apple,Fruit-Project_split/val/apple/263.jpg
11.276035,-32.192142,apple,apple,Fruit-Project_split/val/apple/266.jpg
-40.195824,2.474552,apple,pear,Fruit-Project_split/val/apple/267.jpg
-29.510695,-15.243879,apple,apple,Fruit-Project_split/val/apple/271.jpg
-23.655424,-33.904144,apple,apple,Fruit-Project_split/val/apple/274.jpg
3.921921,-13.627805,apple,pear,Fruit-Project_split/val/apple/281.jpg
11.2844925,-32.18182,apple,apple,Fruit-Project_split/val/apple/288.jpg
8.231011,-42.59993,apple,apple,Fruit-Project_split/val/apple/303.jpg
12.980946,-44.252243,apple,apple,Fruit-Project_split/val/apple/310.jpg
39.10354,-21.583153,apple,pomegranate,Fruit-Project_split/val/apple/311.jpg
13.525597,-34.638805,apple,apple,Fruit-Project_split/val/apple/317.jpg
22.349678,-10.130377,apple,mango,Fruit-Project_split/val/apple/325.jpg
19.941534,-50.433086,apple,apple,Fruit-Project_split/val/apple/333.jpg
20.04845,-49.413696,apple,apple,Fruit-Project_split/val/apple/361.jpg
16.786406,-49.72003,apple,apple,Fruit-Project_split/val/apple/365.jpg
109.09714,-36.141056,apple,cherry,Fruit-Project_split/val/apple/374.jpg
26.30779,-16.915512,apple,apple,Fruit-Project_split/val/apple/379.jpg
-35.624416,5.2121544,apple,pear,Fruit-Project_split/val/apple/380.jpg
17.732986,-38.9763,apple,apple,Fruit-Project_split/val/apple/387.jpg
12.161903,-35.2008,apple,apple,Fruit-Project_split/val/apple/39.jpg
7.9481564,-41.649258,apple,apple,Fruit-Project_split/val/apple/391.jpg
16.015253,-46.171562,apple,apple,Fruit-Project_split/val/apple/397.jpg
10.13613,-38.328995,apple,apple,Fruit-Project_split/val/apple/40.jpg
109.32894,-33.262135,apple,cherry,Fruit-Project_split/val/apple/406.jpg
33.70053,-55.065712,apple,persimmon,Fruit-Project_split/val/apple/414.jpg
14.802686,-47.189877,apple,apple,Fruit-Project_split/val/apple/415.jpg
26.80576,5.162,apple,pomegranate,Fruit-Project_split/val/apple/417.jpg
14.523156,-47.45274,apple,apple,Fruit-Project_split/val/apple/421.jpg
34.889767,-31.039324,apple,apple,Fruit-Project_split/val/apple/423.jpg
15.008391,-46.411797,apple,apple,Fruit-Project_split/val/apple/425.jpg
14.770735,-46.024055,apple,apple,Fruit-Project_split/val/apple/435.jpg
15.004001,-44.74554,apple,apple,Fruit-Project_split/val/apple/442.jpg
16.274527,-39.319866,apple,apple,Fruit-Project_split/val/apple/446.jpg
14.247572,-45.488308,apple,apple,Fruit-Project_split/val/apple/452.jpg
18.290651,-38.93574,apple,apple,Fruit-Project_split/val/apple/459.jpg
14.215692,-39.375126,apple,apple,Fruit-Project_split/val/apple/463.jpg
9.52072,-37.93519,apple,apple,Fruit-Project_split/val/apple/466.jpg
18.068047,-51.27134,apple,apple,Fruit-Project_split/val/apple/468.jpg
10.996902,-42.956547,apple,apple,Fruit-Project_split/val/apple/471.jpg
15.83561,-40.075924,apple,apple,Fruit-Project_split/val/apple/482.jpg
18.924343,-44.16896,apple,apple,Fruit-Project_split/val/apple/489.jpg
12.086922,-39.239456,apple,apple,Fruit-Project_split/val/apple/491.jpg
21.810286,-42.956844,apple,apple,Fruit-Project_split/val/apple/496.jpg
35.246925,-28.272976,apple,apple,Fruit-Project_split/val/apple/497.jpg
9.673648,-40.476326,apple,apple,Fruit-Project_split/val/apple/498.jpg
151.3821,-64.39729,apple,pomegranate,Fruit-Project_split/val/apple/517.jpg
16.395807,-36.92788,apple,apple,Fruit-Project_split/val/apple/519.jpg
8.971466,-38.47763,apple,apple,Fruit-Project_split/val/apple/528.jpg
-40.205822,-0.3461271,apple,kiwi,Fruit-Project_split/val/apple/53.jpg
29.494884,-52.94564,apple,apple,Fruit-Project_split/val/apple/534.jpg
26.470892,-40.069355,apple,apple,Fruit-Project_split/val/apple/536.jpg
11.033957,-40.39414,apple,apple,Fruit-Project_split/val/apple/539.jpg
19.912596,-41.102764,apple,apple,Fruit-Project_split/val/apple/543.jpg
13.848801,-35.102318,apple,apple,Fruit-Project_split/val/apple/547.jpg
42.502296,-31.217905,apple,pomegranate,Fruit-Project_split/val/apple/55.jpg
16.401255,-37.09281,apple,apple,Fruit-Project_split/val/apple/550.jpg
9.185362,-42.38505,apple,apple,Fruit-Project_split/val/apple/554.jpg
-23.679241,-22.92538,apple,apple,Fruit-Project_split/val/apple/558.jpg
-22.861927,-15.309072,apple,apple,Fruit-Project_split/val/apple/569.jpg
17.48304,-41.73245,apple,apple,Fruit-Project_split/val/apple/570.jpg
14.373379,-38.370186,apple,apple,Fruit-Project_split/val/apple/572.jpg
