X,Y,Z,category_name,image_path
-0.17153771,3.336975,-8.428857,alligator apple,Fruit-Project_split/val/alligator apple/551.jpg
3.5390666,19.77173,0.6238652,alligator apple,Fruit-Project_split/val/alligator apple/558.jpg
8.561506,7.2842755,4.1895056,alligator apple,Fruit-Project_split/val/alligator apple/577.jpg
3.8004093,21.525732,2.2916296,alligator apple,Fruit-Project_split/val/alligator apple/578.jpg
5.5683618,7.7058525,-3.8368638,lemon,Fruit-Project_split/val/alligator apple/58.jpg
5.6084595,8.479844,7.6620207,alligator apple,Fruit-Project_split/val/alligator apple/580.jpg
-11.630267,7.2473774,-7.297823,apple,Fruit-Project_split/val/alligator apple/582.jpg
8.081437,13.73101,2.8337426,alligator apple,Fruit-Project_split/val/alligator apple/585.jpg
5.24876,17.71461,0.8042825,alligator apple,Fruit-Project_split/val/alligator apple/587.jpg
5.2608113,20.094744,1.8890027,alligator apple,Fruit-Project_split/val/alligator apple/595.jpg
1.1837264,21.293447,-0.61445254,alligator apple,Fruit-Project_split/val/alligator apple/599.jpg
-6.950245,-2.267852,-6.5087676,lime,Fruit-Project_split/val/alligator apple/613.jpg
2.1779363,17.898056,2.6666849,alligator apple,Fruit-Project_split/val/alligator apple/614.jpg
1.8505541,16.448387,1.7183448,alligator apple,Fruit-Project_split/val/alligator apple/615.jpg
3.3949332,18.796658,2.0622783,alligator apple,Fruit-Project_split/val/alligator apple/617.jpg
8.646932,7.372729,4.252275,alligator apple,Fruit-Project_split/val/alligator apple/619.jpg
0.948953,21.25441,1.1265786,alligator apple,Fruit-Project_split/val/alligator apple/620.jpg
2.2699375,17.871851,2.6962109,alligator apple,Fruit-Project_split/val/alligator apple/621.jpg
5.8817143,18.495632,1.831005,alligator apple,Fruit-Project_split/val/alligator apple/622.jpg
4.745278,18.42757,3.5456588,alligator apple,Fruit-Project_split/val/alligator apple/623.jpg
-0.6891825,17.81312,1.3739085,alligator apple,Fruit-Project_split/val/alligator apple/630.jpg
8.992658,16.172955,-5.657084,alligator apple,Fruit-Project_split/val/alligator apple/637.jpg
8.883781,16.136278,-5.582852,alligator apple,Fruit-Project_split/val/alligator apple/64.jpg
4.4708776,15.417995,1.6657155,alligator apple,Fruit-Project_split/val/alligator apple/642.jpg
3.1975892,23.190857,1.9669011,alligator apple,Fruit-Project_split/val/alligator apple/647.jpg
5.4280696,18.110882,3.5617824,alligator apple,Fruit-Project_split/val/alligator apple/649.jpg
-1.2542448,18.34186,2.2759912,alligator apple,Fruit-Project_split/val/alligator apple/651.jpg
-0.054326877,2.0241644,2.6853516,alligator apple,Fruit-Project_split/val/alligator apple/654.jpg
6.8505716,6.826812,3.912852,alligator apple,Fruit-Project_split/val/alligator apple/656.jpg
6.5428495,19.778986,3.0278463,alligator apple,Fruit-Project_split/val/alligator apple/658.jpg
3.76246,17.131165,1.7634511,alligator apple,Fruit-Project_split/val/alligator apple/671.jpg
2.2045174,7.25398,-3.2457304,macadamia,Fruit-Project_split/val/alligator apple/675.jpg
-3.283426,5.59943,0.5402357,alligator apple,Fruit-Project_split/val/alligator apple/683.jpg
3.2565465,20.273706,-2.0344775,alligator apple,Fruit-Project_split/val/alligator apple/687.jpg
2.6841507,8.963275,-2.2037764,alligator apple,Fruit-Project_split/val/alligator apple/689.jpg
5.346731,15.974359,-3.7903533,alligator apple,Fruit-Project_split/val/alligator apple/696.jpg
0.9754745,12.077072,7.3706403,alligator apple,Fruit-Project_split/val/alligator apple/7.jpg
4.2336926,11.431408,-0.43720073,alligator apple,Fruit-Project_split/val/alligator apple/701.jpg
4.0333085,15.789567,-0.6987314,alligator apple,Fruit-Project_split/val/alligator apple/724.jpg
-1.1446583,16.495558,2.826148,alligator apple,Fruit-Project_split/val/alligator apple/730.jpg
-8.671101,-3.7107835,-6.7828026,alligator apple,Fruit-Project_split/val/alligator apple/733.jpg
5.552617,19.76937,1.966705,alligator apple,Fruit-Project_split/val/alligator apple/735.jpg
4.4659076,17.047386,-0.6110374,alligator apple,Fruit-Project_split/val/alligator apple/748.jpg
2.3194726,17.923418,2.6583014,alligator apple,Fruit-Project_split/val/alligator apple/75.jpg
1.6487797,11.266286,-5.8873043,avocado,Fruit-Project_split/val/alligator apple/754.jpg
6.2180047,16.261574,-0.39956912,alligator apple,Fruit-Project_split/val/alligator apple/755.jpg
5.958021,14.978389,-0.37394905,alligator apple,Fruit-Project_split/val/alligator apple/757.jpg
-5.4961224,0.02903196,-1.3092039,custard apple,Fruit-Project_split/val/alligator apple/772.jpg
1.8330284,16.44272,1.6514724,alligator apple,Fruit-Project_split/val/alligator apple/78.jpg
-2.3649883,1.8815397,1.0368127,alligator apple,Fruit-Project_split/val/alligator apple/786.jpg
0.013080485,16.419258,3.036331,alligator apple,Fruit-Project_split/val/alligator apple/789.jpg
2.3673265,7.098433,3.9430587,alligator apple,Fruit-Project_split/val/alligator apple/796.jpg
-0.43662193,17.267004,3.87252,alligator apple,Fruit-Project_split/val/alligator apple/797.jpg
4.4064317,16.879984,-0.6240801,alligator apple,Fruit-Project_split/val/alligator apple/799.jpg
-2.0782135,18.00971,1.1022505,durian,Fruit-Project_split/val/alligator apple/8.jpg
4.4887085,15.688004,1.2410073,alligator apple,Fruit-Project_split/val/alligator apple/80.jpg
-12.208533,29.560854,3.4917722,custard apple,Fruit-Project_split/val/alligator apple/809.jpg
-3.4398143,25.967789,2.769395,custard apple,Fruit-Project_split/val/alligator apple/811.jpg
0.018194886,16.373041,3.075849,alligator apple,Fruit-Project_split/val/alligator apple/817.jpg
7.683475,8.499351,6.545699,alligator apple,Fruit-Project_split/val/alligator apple/82.jpg
5.608925,19.145395,0.5766672,alligator apple,Fruit-Project_split/val/alligator apple/826.jpg
7.722971,15.952677,-5.245217,alligator apple,Fruit-Project_split/val/alligator apple/828.jpg
1.686148,11.283238,-5.9291143,avocado,Fruit-Project_split/val/alligator apple/829.jpg
5.9883766,14.994819,-0.35888907,alligator apple,Fruit-Project_split/val/alligator apple/832.jpg
4.701808,17.402605,2.5808837,alligator apple,Fruit-Project_split/val/alligator apple/834.jpg
0.12323612,15.808391,3.971581,alligator apple,Fruit-Project_split/val/alligator apple/835.jpg
-1.3412766,18.587248,2.3055537,alligator apple,Fruit-Project_split/val/alligator apple/836.jpg
0.9990651,19.988794,0.033575933,alligator apple,Fruit-Project_split/val/alligator apple/839.jpg
1.9723746,7.848655,-2.5663571,macadamia,Fruit-Project_split/val/alligator apple/841.jpg
5.3397455,16.016562,-3.7734578,alligator apple,Fruit-Project_split/val/alligator apple/843.jpg
5.26932,19.271917,1.4580969,alligator apple,Fruit-Project_split/val/alligator apple/845.jpg
7.536009,15.832304,3.8556883,alligator apple,Fruit-Project_split/val/alligator apple/853.jpg
2.756418,6.5164886,15.960096,grape,Fruit-Project_split/val/alligator apple/854.jpg
5.0788474,15.983078,3.1051316,alligator apple,Fruit-Project_split/val/alligator apple/860.jpg
7.0545797,12.966238,2.37969,alligator apple,Fruit-Project_split/val/alligator apple/868.jpg
7.042949,12.945618,2.3765717,alligator apple,Fruit-Project_split/val/alligator apple/870.jpg
-1.6476296,1.5417776,2.0803056,alligator apple,Fruit-Project_split/val/alligator apple/871.jpg
6.8637204,7.419077,7.093778,alligator apple,Fruit-Project_split/val/alligator apple/873.jpg
-0.018787542,1.9888457,2.6922948,alligator apple,Fruit-Project_split/val/alligator apple/877.jpg
2.3148174,6.5689387,12.668303,watermelon,Fruit-Project_split/val/alligator apple/9.jpg
9.046506,7.9156723,4.561719,alligator apple,Fruit-Project_split/val/alligator apple/97.jpg
6.1887536,15.831597,4.3643246,alligator apple,Fruit-Project_split/val/alligator apple/99.jpg
5.8643703,-15.275293,-4.4160657,apple,Fruit-Project_split/val/apple/0.jpg
-3.8702927,-8.067655,-4.479037,apple,Fruit-Project_split/val/apple/1000.jpg
3.4797947,-11.04105,-7.341232,apple,Fruit-Project_split/val/apple/1001.jpg
-13.853282,9.199808,-3.0161972,apple,Fruit-Project_split/val/apple/1006.jpg
-6.0005393,-8.937558,-5.6476636,apple,Fruit-Project_split/val/apple/1011.jpg
-3.4341753,-7.928796,-3.8618033,apple,Fruit-Project_split/val/apple/1012.jpg
-3.3855221,-9.5389805,-2.6402552,apple,Fruit-Project_split/val/apple/1014.jpg
-1.7288082,-9.911706,-4.2760596,apple,Fruit-Project_split/val/apple/1017.jpg
-15.642627,8.410338,-1.5695773,apple,Fruit-Project_split/val/apple/1023.jpg
-4.037995,-10.551614,-5.837238,apple,Fruit-Project_split/val/apple/103.jpg
-3.983983,7.6588507,0.1712896,lime,Fruit-Project_split/val/apple/1035.jpg
-1.8606776,-10.241811,-5.8999324,apple,Fruit-Project_split/val/apple/1038.jpg
-14.104759,8.687926,-1.5945933,lime,Fruit-Project_split/val/apple/1042.jpg
-0.12062399,-10.886077,-5.985258,apple,Fruit-Project_split/val/apple/1057.jpg
-2.1370327,-5.062707,-8.245289,apple,Fruit-Project_split/val/apple/1062.jpg
0.33890948,-11.874406,-7.669608,apple,Fruit-Project_split/val/apple/1069.jpg
-13.2417345,7.428445,-3.6145422,apple,Fruit-Project_split/val/apple/107.jpg
-1.5572113,-7.5591545,-8.532292,apple,Fruit-Project_split/val/apple/1071.jpg
0.33799627,-11.897316,-7.736558,apple,Fruit-Project_split/val/apple/1079.jpg
-1.3808503,-7.745469,-7.1609707,apple,Fruit-Project_split/val/apple/1084.jpg
-2.225643,-5.097633,-7.298848,apple,Fruit-Project_split/val/apple/1086.jpg
-1.9989926,-7.908371,-9.69224,apple,Fruit-Project_split/val/apple/1091.jpg
-1.7016206,-6.5151076,-9.891007,apple,Fruit-Project_split/val/apple/1092.jpg
-21.59303,0.7688475,-9.442227,banana,Fruit-Project_split/val/apple/1096.jpg
-1.3382219,-8.405673,-7.902527,apple,Fruit-Project_split/val/apple/1099.jpg
-1.7490813,-8.7931795,-6.3002176,apple,Fruit-Project_split/val/apple/1106.jpg
1.1631151,-9.977527,-6.1301546,apple,Fruit-Project_split/val/apple/1113.jpg
-1.2077891,-7.7630267,-6.994789,apple,Fruit-Project_split/val/apple/1114.jpg
-9.330686,-3.9407384,-3.3891535,apple,Fruit-Project_split/val/apple/1117.jpg
-0.7948204,-11.392079,-5.6558733,apple,Fruit-Project_split/val/apple/112.jpg
-2.0220556,-7.527384,-10.707704,apple,Fruit-Project_split/val/apple/1126.jpg
-4.316668,-9.650571,-3.2957335,apple,Fruit-Project_split/val/apple/113.jpg
-4.824683,5.496098,1.3598361,alligator apple,Fruit-Project_split/val/apple/1131.jpg
0.52853554,-10.180321,-5.883242,apple,Fruit-Project_split/val/apple/1135.jpg
4.7456536,5.431287,-7.9907613,lemon,Fruit-Project_split/val/apple/1144.jpg
-2.4846973,-5.0366454,-8.07088,apple,Fruit-Project_split/val/apple/1148.jpg
2.2758038,-7.796323,-5.180838,apple,Fruit-Project_split/val/apple/1157.jpg
-8.738802,10.985048,-17.122843,apple,Fruit-Project_split/val/apple/1170.jpg
-6.2456493,0.8072901,-9.7040825,pear,Fruit-Project_split/val/apple/1172.jpg
-0.111193754,-11.101496,-5.0450273,apple,Fruit-Project_split/val/apple/1182.jpg
9.280935,-14.237879,-6.4980154,apple,Fruit-Project_split/val/apple/1186.jpg
14.38539,0.88470376,-1.9623404,kiwi,Fruit-Project_split/val/apple/1187.jpg
6.259994,-14.13506,-5.5691104,apple,Fruit-Project_split/val/apple/1194.jpg
5.1688943,-14.074247,-4.4688835,apple,Fruit-Project_split/val/apple/1197.jpg
7.2604494,-6.213354,-1.9167172,mango,Fruit-Project_split/val/apple/1198.jpg
4.478205,-8.932856,-4.181558,apple,Fruit-Project_split/val/apple/1200.jpg
-4.7648168,5.46049,1.2718985,apple,Fruit-Project_split/val/apple/122.jpg
-2.8680692,-11.11738,-3.7713408,apple,Fruit-Project_split/val/apple/123.jpg
-0.9153016,-9.6803665,-4.6928034,apple,Fruit-Project_split/val/apple/130.jpg
-1.6321049,-8.822559,-4.829213,apple,Fruit-Project_split/val/apple/135.jpg
-3.53744,0.4815052,-5.01627,alligator apple,Fruit-Project_split/val/apple/136.jpg
-3.7400427,-10.221599,-4.431805,apple,Fruit-Project_split/val/apple/138.jpg
-2.1125581,-9.45593,-3.2204878,apple,Fruit-Project_split/val/apple/143.jpg
-1.5341057,-8.583621,-2.840739,apple,Fruit-Project_split/val/apple/146.jpg
-2.798212,-6.03913,-2.5343254,apple,Fruit-Project_split/val/apple/148.jpg
-5.0480146,-6.8467627,-4.4077945,apple,Fruit-Project_split/val/apple/149.jpg
6.6047215,-11.656038,-6.0112257,apple,Fruit-Project_split/val/apple/15.jpg
-1.8337508,-8.587645,-3.8108463,apple,Fruit-Project_split/val/apple/157.jpg
2.219456,8.010182,12.638999,pomegranate,Fruit-Project_split/val/apple/160.jpg
-13.242745,7.1406746,-3.6371932,apple,Fruit-Project_split/val/apple/162.jpg
-4.1630745,6.1620646,0.8510712,apple,Fruit-Project_split/val/apple/166.jpg
-4.008465,-10.657745,-5.7140045,apple,Fruit-Project_split/val/apple/169.jpg
-4.476655,-6.986401,-2.1624362,tomato,Fruit-Project_split/val/apple/171.jpg
-2.5930023,-10.628547,-5.859086,apple,Fruit-Project_split/val/apple/172.jpg
-1.8796661,0.8493973,-9.23599,mango,Fruit-Project_split/val/apple/176.jpg
-3.3428588,-9.333953,-2.476389,apple,Fruit-Project_split/val/apple/177.jpg
-1.5629144,-9.948585,-5.1218247,apple,Fruit-Project_split/val/apple/184.jpg
-3.6236012,-8.985642,-3.2652194,apple,Fruit-Project_split/val/apple/191.jpg
1.95915,-13.016106,-5.65208,apple,Fruit-Project_split/val/apple/192.jpg
0.60434073,-12.1035595,-6.3652344,apple,Fruit-Project_split/val/apple/195.jpg
0.1490196,-10.928938,-7.3001347,apple,Fruit-Project_split/val/apple/196.jpg
-4.9542756,5.21114,1.2217691,apple,Fruit-Project_split/val/apple/199.jpg
-2.2385352,-5.178454,-7.2383018,apple,Fruit-Project_split/val/apple/205.jpg
-2.2373214,-5.1472125,-7.200337,apple,Fruit-Project_split/val/apple/207.jpg
0.32382256,-11.746181,-7.475471,apple,Fruit-Project_split/val/apple/208.jpg
-9.721011,-7.206117,-15.958908,cherry,Fruit-Project_split/val/apple/210.jpg
-2.4357042,-5.043782,-7.930513,apple,Fruit-Project_split/val/apple/222.jpg
-13.140858,7.8033385,-0.1548723,apple,Fruit-Project_split/val/apple/224.jpg
6.75754,-6.776628,-8.677958,apple,Fruit-Project_split/val/apple/234.jpg
2.1514466,-2.6770253,-11.31234,apple,Fruit-Project_split/val/apple/236.jpg
-4.0885906,-8.700917,-8.324839,apple,Fruit-Project_split/val/apple/239.jpg
-3.7913306,-8.53894,-8.716495,apple,Fruit-Project_split/val/apple/246.jpg
1.5961154,-7.214532,-5.392355,apple,Fruit-Project_split/val/apple/248.jpg
5.0234632,-4.9433045,-2.1442206,apple,Fruit-Project_split/val/apple/256.jpg
2.0283313,-6.5645676,-5.606641,pear,Fruit-Project_split/val/apple/259.jpg
4.916117,-10.558591,-6.601515,apple,Fruit-Project_split/val/apple/26.jpg
4.97206,-4.8736296,-1.9404464,mango,Fruit-Project_split/val/apple/260.jpg
6.2150273,-5.416344,-2.3007858,apple,Fruit-Project_split/val/apple/263.jpg
5.190363,-9.179827,-7.1929264,apple,Fruit-Project_split/val/apple/266.jpg
-4.8268757,-1.0868312,-14.85966,pear,Fruit-Project_split/val/apple/267.jpg
-2.8497565,-8.171798,-9.14255,apple,Fruit-Project_split/val/apple/271.jpg
9.650775,8.2762985,-8.856705,apple,Fruit-Project_split/val/apple/274.jpg
9.711696,-2.8366573,-9.187825,pear,Fruit-Project_split/val/apple/281.jpg
5.1915812,-9.162883,-7.185563,apple,Fruit-Project_split/val/apple/288.jpg
2.480384,-10.488546,-3.5940688,apple,Fruit-Project_split/val/apple/303.jpg
5.703354,-14.792893,-6.0863166,apple,Fruit-Project_split/val/apple/310.jpg
18.164309,-4.958723,-3.1769452,pomegranate,Fruit-Project_split/val/apple/311.jpg
4.617493,-9.067087,-3.9134116,apple,Fruit-Project_split/val/apple/317.jpg
6.995487,-3.6694565,-5.012667,mango,Fruit-Project_split/val/apple/325.jpg
6.851585,-15.163211,-0.602935,apple,Fruit-Project_split/val/apple/333.jpg
7.3595,-14.950315,-1.1758105,apple,Fruit-Project_split/val/apple/361.jpg
5.9334803,-14.315987,-1.8662505,apple,Fruit-Project_split/val/apple/365.jpg
9.022612,-11.559772,22.057627,cherry,Fruit-Project_split/val/apple/374.jpg
15.0693,-0.007905035,-4.74771,apple,Fruit-Project_split/val/apple/379.jpg
-1.9703356,1.2445118,-12.741292,pear,Fruit-Project_split/val/apple/380.jpg
7.958358,-11.5394745,-5.55689,apple,Fruit-Project_split/val/apple/387.jpg
4.1986127,-10.241633,-3.1436605,apple,Fruit-Project_split/val/apple/39.jpg
2.3043594,-11.471221,-4.1276445,apple,Fruit-Project_split/val/apple/391.jpg
7.384019,-14.985435,-4.7508698,apple,Fruit-Project_split/val/apple/397.jpg
3.540666,-11.697612,-6.706425,apple,Fruit-Project_split/val/apple/40.jpg
7.9768677,-9.707544,23.32545,cherry,Fruit-Project_split/val/apple/406.jpg
-0.81768876,-19.772987,0.32833314,persimmon,Fruit-Project_split/val/apple/414.jpg
6.4484262,-15.087826,-3.8068485,apple,Fruit-Project_split/val/apple/415.jpg
6.7803955,3.0098314,4.5006123,pomegranate,Fruit-Project_split/val/apple/417.jpg
6.376176,-15.394266,-3.8240016,apple,Fruit-Project_split/val/apple/421.jpg
12.799495,-5.947155,0.29119414,apple,Fruit-Project_split/val/apple/423.jpg
6.707869,-14.933098,-4.2842135,apple,Fruit-Project_split/val/apple/425.jpg
6.407215,-14.664871,-4.434967,apple,Fruit-Project_split/val/apple/435.jpg
6.4924135,-13.864736,-4.945765,apple,Fruit-Project_split/val/apple/442.jpg
6.8361783,-12.063098,-5.982312,apple,Fruit-Project_split/val/apple/446.jpg
6.0043836,-14.501084,-4.79061,apple,Fruit-Project_split/val/apple/452.jpg
7.857606,-11.663083,-5.0966587,apple,Fruit-Project_split/val/apple/459.jpg
5.8716288,-12.086283,-6.7815523,apple,Fruit-Project_split/val/apple/463.jpg
3.2366922,-11.501506,-6.8569417,apple,Fruit-Project_split/val/apple/466.jpg
5.6634936,-13.7765255,-0.470567,apple,Fruit-Project_split/val/apple/468.jpg
4.320911,-11.192422,-3.2129402,apple,Fruit-Project_split/val/apple/471.jpg
6.3182764,-11.456731,-5.283482,apple,Fruit-Project_split/val/apple/482.jpg
8.800833,-13.358318,-7.202938,apple,Fruit-Project_split/val/apple/489.jpg
4.68189,-12.143053,-6.4419007,apple,Fruit-Project_split/val/apple/491.jpg
5.68467,-8.646307,-3.153863,apple,Fruit-Project_split/val/apple/496.jpg
14.241174,-5.433611,-0.38930622,apple,Fruit-Project_split/val/apple/497.jpg
3.1555693,-12.143316,-5.0496364,apple,Fruit-Project_split/val/apple/498.jpg
28.654875,-6.5880494,1.0620831,pomegranate,Fruit-Project_split/val/apple/517.jpg
6.6526737,-9.929466,-5.8033667,apple,Fruit-Project_split/val/apple/519.jpg
