X,Y,category_name,predcategory,image_path
8.614986,6.084444,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/622.jpg
8.605489,6.0583544,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/623.jpg
8.307286,5.6235065,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/630.jpg
8.449445,4.98031,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/637.jpg
8.545371,5.164475,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/64.jpg
8.801121,5.792218,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/642.jpg
8.44367,6.067665,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/647.jpg
8.625004,6.0460215,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/649.jpg
8.166242,5.545404,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/651.jpg
8.678333,4.868855,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/654.jpg
8.653718,4.085068,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/656.jpg
8.637475,6.132343,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/658.jpg
8.632808,5.733818,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/671.jpg
9.227431,4.64978,alligator apple,pear,Fruit-Project_split/val/alligator apple/675.jpg
9.514053,4.5128717,alligator apple,papaya,Fruit-Project_split/val/alligator apple/683.jpg
8.909518,6.133807,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/687.jpg
9.107936,4.90798,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/689.jpg
8.921334,5.5498667,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/696.jpg
8.026465,5.001008,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/7.jpg
8.997022,5.1449113,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/701.jpg
8.98492,5.7930408,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/724.jpg
8.19301,5.202193,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/730.jpg
10.042473,3.8419127,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/733.jpg
8.641467,6.1133957,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/735.jpg
8.874021,5.910329,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/748.jpg
8.553875,5.698202,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/75.jpg
9.061916,5.3117504,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/754.jpg
8.856268,5.8188124,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/755.jpg
8.93106,5.775178,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/757.jpg
7.475713,5.1731973,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/772.jpg
8.7538395,5.37051,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/78.jpg
8.536759,5.017419,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/786.jpg
8.3705,5.286704,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/789.jpg
8.799092,4.344298,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/796.jpg
8.253203,5.4010367,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/797.jpg
8.938225,5.892661,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/799.jpg
8.00719,5.627334,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/8.jpg
8.77332,5.8303866,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/80.jpg
5.4914293,5.885109,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/809.jpg
6.2291427,5.1656046,alligator apple,custard apple,Fruit-Project_split/val/alligator apple/811.jpg
8.419114,5.2142653,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/817.jpg
8.548368,3.7364933,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/82.jpg
8.620753,6.081623,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/826.jpg
8.562574,5.2156916,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/828.jpg
9.050756,5.320231,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/829.jpg
8.870999,5.7954855,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/832.jpg
8.660749,5.8663692,alligator apple,lime,Fruit-Project_split/val/alligator apple/834.jpg
8.360676,5.2961206,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/835.jpg
8.154172,5.569914,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/836.jpg
8.401278,5.840774,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/839.jpg
9.176509,4.791275,alligator apple,macadamia,Fruit-Project_split/val/alligator apple/841.jpg
8.877203,5.7295375,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/843.jpg
8.604156,6.1042585,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/845.jpg
8.4250765,5.829749,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/853.jpg
7.6414504,3.4320982,alligator apple,bottle gourd,Fruit-Project_split/val/alligator apple/854.jpg
8.728173,5.939482,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/860.jpg
8.599918,5.533864,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/868.jpg
8.586068,5.5203176,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/870.jpg
8.538546,5.0332246,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/871.jpg
8.471888,3.825769,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/873.jpg
8.669532,4.9678,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/877.jpg
7.7502313,3.6361058,alligator apple,papaya,Fruit-Project_split/val/alligator apple/9.jpg
8.600566,3.9827554,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/97.jpg
8.5448885,5.8560185,alligator apple,alligator apple,Fruit-Project_split/val/alligator apple/99.jpg
11.48143,0.57639205,apple,apple,Fruit-Project_split/val/apple/0.jpg
11.970967,2.0606182,apple,apple,Fruit-Project_split/val/apple/1000.jpg
11.267756,1.1029941,apple,apple,Fruit-Project_split/val/apple/1001.jpg
17.494446,2.4856231,apple,apple,Fruit-Project_split/val/apple/1006.jpg
12.058921,2.1025286,apple,apple,Fruit-Project_split/val/apple/1011.jpg
12.012412,2.0542414,apple,apple,Fruit-Project_split/val/apple/1012.jpg
11.977895,1.9662243,apple,apple,Fruit-Project_split/val/apple/1014.jpg
11.891097,1.737541,apple,apple,Fruit-Project_split/val/apple/1017.jpg
17.591507,2.4470906,apple,apple,Fruit-Project_split/val/apple/1023.jpg
11.9890375,1.9309093,apple,apple,Fruit-Project_split/val/apple/103.jpg
9.290447,4.4523544,apple,alligator apple,Fruit-Project_split/val/apple/1035.jpg
11.876758,1.737751,apple,apple,Fruit-Project_split/val/apple/1038.jpg
17.551096,2.4452963,apple,apple,Fruit-Project_split/val/apple/1042.jpg
11.764672,1.6053741,apple,apple,Fruit-Project_split/val/apple/1057.jpg
11.476656,2.2741797,apple,apple,Fruit-Project_split/val/apple/1062.jpg
11.714417,1.5389913,apple,apple,Fruit-Project_split/val/apple/1069.jpg
17.463709,2.5150678,apple,apple,Fruit-Project_split/val/apple/107.jpg
11.52634,2.0607953,apple,apple,Fruit-Project_split/val/apple/1071.jpg
11.663562,1.5169557,apple,apple,Fruit-Project_split/val/apple/1079.jpg
11.649115,1.9684805,apple,apple,Fruit-Project_split/val/apple/1084.jpg
11.468378,2.2760801,apple,apple,Fruit-Project_split/val/apple/1086.jpg
11.545059,2.1582713,apple,apple,Fruit-Project_split/val/apple/1091.jpg
11.337034,2.3709607,apple,apple,Fruit-Project_split/val/apple/1092.jpg
13.614787,5.974875,apple,apple,Fruit-Project_split/val/apple/1096.jpg
11.649966,1.9485226,apple,apple,Fruit-Project_split/val/apple/1099.jpg
11.745622,1.9354861,apple,apple,Fruit-Project_split/val/apple/1106.jpg
11.465027,1.5685378,apple,apple,Fruit-Project_split/val/apple/1113.jpg
11.63262,1.9169248,apple,apple,Fruit-Project_split/val/apple/1114.jpg
11.230465,0.76694417,apple,apple,Fruit-Project_split/val/apple/1117.jpg
11.812926,1.5339072,apple,apple,Fruit-Project_split/val/apple/112.jpg
11.424479,2.6152546,apple,apple,Fruit-Project_split/val/apple/1126.jpg
11.907167,2.00373,apple,apple,Fruit-Project_split/val/apple/113.jpg
9.398384,4.3956223,apple,apple,Fruit-Project_split/val/apple/1131.jpg
11.712785,1.6504436,apple,apple,Fruit-Project_split/val/apple/1135.jpg
10.972231,3.4331021,apple,apple,Fruit-Project_split/val/apple/1144.jpg
11.453559,2.3656623,apple,apple,Fruit-Project_split/val/apple/1148.jpg
11.349521,1.9251089,apple,apple,Fruit-Project_split/val/apple/1157.jpg
7.2619476,8.154773,apple,apple,Fruit-Project_split/val/apple/1170.jpg
11.248967,4.128714,apple,apple,Fruit-Project_split/val/apple/1172.jpg
11.820417,1.6089003,apple,apple,Fruit-Project_split/val/apple/1182.jpg
11.173254,0.53825563,apple,apple,Fruit-Project_split/val/apple/1186.jpg
8.496553,1.3615934,apple,pomegranate,Fruit-Project_split/val/apple/1187.jpg
11.441952,0.5983563,apple,apple,Fruit-Project_split/val/apple/1194.jpg
11.470917,0.59080505,apple,apple,Fruit-Project_split/val/apple/1197.jpg
10.153499,0.8913933,apple,mango,Fruit-Project_split/val/apple/1198.jpg
11.156135,0.98491013,apple,apple,Fruit-Project_split/val/apple/1200.jpg
9.356093,4.3952875,apple,apple,Fruit-Project_split/val/apple/122.jpg
11.965154,1.8227787,apple,apple,Fruit-Project_split/val/apple/123.jpg
11.854895,1.7056694,apple,apple,Fruit-Project_split/val/apple/130.jpg
11.88301,1.8172209,apple,apple,Fruit-Project_split/val/apple/135.jpg
7.717355,5.3180223,apple,custard apple,Fruit-Project_split/val/apple/136.jpg
11.838113,1.8636218,apple,apple,Fruit-Project_split/val/apple/138.jpg
11.8414345,1.906774,apple,apple,Fruit-Project_split/val/apple/143.jpg
11.893713,1.8405008,apple,apple,Fruit-Project_split/val/apple/146.jpg
12.567064,2.7927654,apple,bottle gourd,Fruit-Project_split/val/apple/148.jpg
9.69529,4.371482,apple,apple,Fruit-Project_split/val/apple/149.jpg
11.224319,0.778283,apple,apple,Fruit-Project_split/val/apple/15.jpg
11.860929,1.8712687,apple,apple,Fruit-Project_split/val/apple/157.jpg
7.6376643,3.602839,apple,kiwi,Fruit-Project_split/val/apple/160.jpg
17.43684,2.5184913,apple,apple,Fruit-Project_split/val/apple/162.jpg
9.341262,4.4348545,apple,apple,Fruit-Project_split/val/apple/166.jpg
11.970128,1.9032108,apple,apple,Fruit-Project_split/val/apple/169.jpg
12.968476,3.5434492,apple,apple,Fruit-Project_split/val/apple/171.jpg
11.910036,1.8201307,apple,apple,Fruit-Project_split/val/apple/172.jpg
11.3860655,3.07301,apple,apple,Fruit-Project_split/val/apple/176.jpg
11.898971,1.9689825,apple,apple,Fruit-Project_split/val/apple/177.jpg
11.884601,1.705374,apple,apple,Fruit-Project_split/val/apple/184.jpg
11.975606,2.000295,apple,apple,Fruit-Project_split/val/apple/191.jpg
11.664634,1.3047969,apple,apple,Fruit-Project_split/val/apple/192.jpg
11.766543,1.4926416,apple,apple,Fruit-Project_split/val/apple/195.jpg
11.738609,1.6130655,apple,apple,Fruit-Project_split/val/apple/196.jpg
9.373441,4.363949,apple,apple,Fruit-Project_split/val/apple/199.jpg
11.508332,2.221872,apple,apple,Fruit-Project_split/val/apple/205.jpg
11.5176735,2.2375288,apple,apple,Fruit-Project_split/val/apple/207.jpg
11.73212,1.5594624,apple,apple,Fruit-Project_split/val/apple/208.jpg
13.075208,7.2868376,apple,apple,Fruit-Project_split/val/apple/210.jpg
11.467007,2.318272,apple,apple,Fruit-Project_split/val/apple/222.jpg
17.773726,2.394786,apple,apple,Fruit-Project_split/val/apple/224.jpg
10.935858,1.3562949,apple,apple,Fruit-Project_split/val/apple/234.jpg
11.020125,2.3306756,apple,apple,Fruit-Project_split/val/apple/236.jpg
11.730503,2.0698352,apple,apple,Fruit-Project_split/val/apple/239.jpg
11.494416,2.1699197,apple,apple,Fruit-Project_split/val/apple/246.jpg
11.370131,1.8927782,apple,apple,Fruit-Project_split/val/apple/248.jpg
9.706404,1.2897468,apple,apple,Fruit-Project_split/val/apple/256.jpg
11.052994,2.0421023,apple,apple,Fruit-Project_split/val/apple/259.jpg
11.242401,0.97042465,apple,apple,Fruit-Project_split/val/apple/26.jpg
9.667267,1.2384291,apple,pear,Fruit-Project_split/val/apple/260.jpg
9.843176,1.124822,apple,apple,Fruit-Project_split/val/apple/263.jpg
11.134233,1.147236,apple,apple,Fruit-Project_split/val/apple/266.jpg
11.5709505,3.4727893,apple,apple,Fruit-Project_split/val/apple/267.jpg
11.4585495,2.1291234,apple,apple,Fruit-Project_split/val/apple/271.jpg
9.5412445,3.0573301,apple,apple,Fruit-Project_split/val/apple/274.jpg
10.115923,1.5801293,apple,apple,Fruit-Project_split/val/apple/281.jpg
11.111611,1.1669103,apple,apple,Fruit-Project_split/val/apple/288.jpg
11.5626545,1.2629145,apple,apple,Fruit-Project_split/val/apple/303.jpg
11.418676,0.5861799,apple,apple,Fruit-Project_split/val/apple/310.jpg
8.187075,0.63110536,apple,apple,Fruit-Project_split/val/apple/311.jpg
11.20847,1.0580548,apple,apple,Fruit-Project_split/val/apple/317.jpg
10.238494,1.2374058,apple,apple,Fruit-Project_split/val/apple/325.jpg
11.488043,0.6048463,apple,apple,Fruit-Project_split/val/apple/333.jpg
11.277673,0.38943243,apple,apple,Fruit-Project_split/val/apple/361.jpg
11.361956,0.3370198,apple,apple,Fruit-Project_split/val/apple/365.jpg
10.32879,-3.453613,apple,apple,Fruit-Project_split/val/apple/374.jpg
8.551719,1.361675,apple,pear,Fruit-Project_split/val/apple/379.jpg
11.367532,2.7487552,apple,apple,Fruit-Project_split/val/apple/380.jpg
11.052353,0.64198077,apple,apple,Fruit-Project_split/val/apple/387.jpg
11.227222,1.028726,apple,apple,Fruit-Project_split/val/apple/39.jpg
11.588572,1.2742729,apple,apple,Fruit-Project_split/val/apple/391.jpg
11.439561,0.5425252,apple,apple,Fruit-Project_split/val/apple/397.jpg
11.382315,1.0350946,apple,apple,Fruit-Project_split/val/apple/40.jpg
10.354524,-3.5363777,apple,apple,Fruit-Project_split/val/apple/406.jpg
12.110262,-0.19022669,apple,apple,Fruit-Project_split/val/apple/414.jpg
11.458247,0.599945,apple,apple,Fruit-Project_split/val/apple/415.jpg
8.362883,2.9814634,apple,blueberry,Fruit-Project_split/val/apple/417.jpg
11.488852,0.56475115,apple,apple,Fruit-Project_split/val/apple/421.jpg
8.408408,0.75363976,apple,apple,Fruit-Project_split/val/apple/423.jpg
11.489772,0.5749024,apple,apple,Fruit-Project_split/val/apple/425.jpg
11.491465,0.5661302,apple,apple,Fruit-Project_split/val/apple/435.jpg
11.3827715,0.62470067,apple,apple,Fruit-Project_split/val/apple/442.jpg
11.225524,0.74253106,apple,apple,Fruit-Project_split/val/apple/446.jpg
11.501731,0.6013922,apple,apple,Fruit-Project_split/val/apple/452.jpg
11.007143,0.6907099,apple,apple,Fruit-Project_split/val/apple/459.jpg
11.271799,0.8092666,apple,apple,Fruit-Project_split/val/apple/463.jpg
11.376904,1.071105,apple,apple,Fruit-Project_split/val/apple/466.jpg
11.422181,0.3696642,apple,apple,Fruit-Project_split/val/apple/468.jpg
11.338921,0.95386404,apple,apple,Fruit-Project_split/val/apple/471.jpg
11.197162,0.7835216,apple,apple,Fruit-Project_split/val/apple/482.jpg
11.192262,0.69572777,apple,apple,Fruit-Project_split/val/apple/489.jpg
11.364913,0.9142725,apple,apple,Fruit-Project_split/val/apple/491.jpg
11.01935,0.82235557,apple,apple,Fruit-Project_split/val/apple/496.jpg
8.427765,0.7254143,apple,apple,Fruit-Project_split/val/apple/497.jpg
11.486912,1.0435603,apple,apple,Fruit-Project_split/val/apple/498.jpg
-1.1576163,3.3030782,apple,apple,Fruit-Project_split/val/apple/517.jpg
11.047321,0.7216761,apple,apple,Fruit-Project_split/val/apple/519.jpg
11.596596,1.315868,apple,apple,Fruit-Project_split/val/apple/528.jpg
11.512882,3.3827991,apple,apple,Fruit-Project_split/val/apple/53.jpg
11.777494,-0.027590724,apple,apple,Fruit-Project_split/val/apple/534.jpg
10.910187,0.37922728,apple,apple,Fruit-Project_split/val/apple/536.jpg
11.389847,0.8827587,apple,apple,Fruit-Project_split/val/apple/539.jpg
11.066375,0.79597294,apple,apple,Fruit-Project_split/val/apple/543.jpg
11.158663,1.0680108,apple,apple,Fruit-Project_split/val/apple/547.jpg
8.192612,0.30123612,apple,apple,Fruit-Project_split/val/apple/55.jpg
11.05573,0.7767343,apple,apple,Fruit-Project_split/val/apple/550.jpg
11.434076,1.158609,apple,apple,Fruit-Project_split/val/apple/554.jpg
11.737547,1.4358248,apple,apple,Fruit-Project_split/val/apple/558.jpg
11.340467,1.5496757,apple,apple,Fruit-Project_split/val/apple/569.jpg
11.230215,0.7919255,apple,apple,Fruit-Project_split/val/apple/570.jpg
11.255771,0.7946477,apple,apple,Fruit-Project_split/val/apple/572.jpg
11.151835,0.72177154,apple,apple,Fruit-Project_split/val/apple/574.jpg
11.23456,0.42809123,apple,apple,Fruit-Project_split/val/apple/585.jpg
11.164083,0.7716026,apple,apple,Fruit-Project_split/val/apple/596.jpg
11.205046,2.3382833,apple,apple,Fruit-Project_split/val/apple/600.jpg
